# Program:featureCounts v1.5.0-p1;
Geneid	Chr	Start	End	Strand	Length	s1	s2	s3	s4	s5	s6	s7	s8
ENSG00000230239.1	chr1;chr1;chr1	17181902;17183207;17185544	17182018;17183735;17185779	+;+;+	882	2	0	0	0	0	0	0	0
ENSG00000263811.1	chr1	17185444	17185516	-	73	0	0	0	0	0	0	0	0
ENSG00000228549.2	chr1;chr1	17197440;17200188	17200002;17200587	+;+	2963	0	0	0	0	0	0	0	0
ENSG00000238142.1	chr1;chr1;chr1	17215033;17215711;17216043	17215280;17215868;17216144	-;-;-	508	37	28	34	39	20	24	23	30
ENSG00000235241.1	chr1	17215590	17216097	+	508	0	1	0	0	0	0	0	0
ENSG00000207005.1	chr1	17222475	17222638	+	164	0	0	0	0	0	0	0	0
ENSG00000272426.1	chr1	17230834	17231271	-	438	2	1	0	0	2	0	1	0
ENSG00000117122.9	chr1;chr1;chr1;chr1;chr1;chr1	17300997;17301764;17302138;17302666;17303203;17307082	17301518;17301837;17302225;17303040;17304809;17307330	-;-;-;-;-;-	2915	69	55	73	90	33	134	232	71
ENSG00000226526.1	chr1;chr1	17305421;17331138	17305607;17331586	+;+	636	0	0	0	0	0	0	1	0
ENSG00000159363.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17312453;17312958;17313541;17314633;17314817;17316186;17316382;17316622;17318229;17318504;17318738;17318981;17320124;17321982;17322749;17323515;17326506;17326741;17326895;17328529;17328791;17330827;17331187;17331509;17331869;17332179;17338224	17312853;17313451;17313764;17314729;17314969;17316265;17316498;17316782;17318353;17318624;17318897;17319076;17320330;17322659;17323189;17323670;17326637;17326807;17327342;17328598;17328868;17330906;17331316;17331567;17332051;17332273;17338423	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5253	1003	882	975	1030	848	978	933	670
ENSG00000117118.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17345217;17349103;17349589;17350468;17354151;17355095;17359025;17371256;17371636;17378750;17380443	17345453;17349531;17349655;17350569;17354360;17355231;17359640;17371383;17371714;17378983;17380665	-;-;-;-;-;-;-;-;-;-;-	2462	762	665	871	948	723	891	856	936
ENSG00000117115.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17393256;17396583;17397901;17401351;17405526;17409040;17409731;17410221;17411094;17413016;17418903;17420062;17422404;17429482;17431373;17445775	17395772;17396711;17397986;17402318;17405910;17409633;17409921;17410332;17411197;17413194;17419028;17420179;17422465;17429554;17431556;17445948	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6002	261	334	131	283	162	641	252	329
ENSG00000252180.1	chr1	17484692	17484779	+	88	0	0	0	0	0	0	0	0
ENSG00000204362.5	chr1;chr1;chr1	17516278;17519460;17519786	17516425;17519660;17524112	+;+;+	4676	0	0	1	0	0	0	0	0
ENSG00000142623.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17531621;17548785;17549982;17550862;17552306;17552528;17555120;17555443;17556580;17557067;17559314;17559776;17563809;17565111;17566127;17570505	17531804;17548965;17550188;17550923;17552423;17552653;17555292;17555546;17556703;17557174;17559465;17559933;17563953;17565204;17567255;17572500	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5061	2	2	0	10	1	4	3	4
ENSG00000142619.4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17575593;17586073;17588628;17592154;17593214;17594332;17596728;17597374;17597562;17599835;17601130;17603014;17603269;17606845;17607166;17609341	17575724;17586253;17588700;17592215;17593331;17594457;17596906;17597477;17597673;17599942;17601281;17603158;17603371;17606924;17607291;17610728	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3189	1	2	3	14	7	9	11	4
ENSG00000266634.1	chr1	17604384	17604470	+	87	0	0	0	0	0	0	0	0
ENSG00000159339.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17634690;17657464;17660438;17660819;17662654;17664533;17666183;17668438;17668794;17672523;17674422;17675225;17681028;17682478;17682852;17685333;17685775;17690017	17634809;17657644;17660504;17661291;17662721;17664650;17666308;17668616;17668897;17672634;17674702;17675280;17681182;17682622;17682954;17685403;17685903;17690499	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2971	71	123	50	20	146	25	37	3
ENSG00000269468.1	chr1;chr1;chr1;chr1;chr1;chr1	17655507;17658126;17664217;17669346;17669394;17675982	17655529;17658219;17664284;17669388;17669415;17676070	-;-;-;-;-;-	339	0	0	0	0	0	0	0	0
ENSG00000256049.2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17698691;17699551;17701922;17706415;17707542;17708462;17714876;17715272;17718609;17720471;17720796;17721447;17722036;17723567;17725182;17727701	17698856;17699728;17701994;17706482;17707659;17708587;17715054;17715375;17718721;17720578;17720950;17721603;17722159;17723637;17725343;17728195	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2397	0	0	0	0	0	0	0	0
ENSG00000227751.1	chr1;chr1	17733256;17733813	17733500;17733878	+;+	311	0	0	0	0	0	0	0	0
ENSG00000179051.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17733256;17736470;17738618;17739569;17740033;17742976;17747210;17748699;17749201;17752037;17755602;17764726;17766041	17735690;17736547;17738690;17739674;17740213;17743142;17747324;17748787;17749332;17752180;17755695;17765057;17766220	-;-;-;-;-;-;-;-;-;-;-;-;-	4126	1839	1327	1282	1509	1325	1148	1395	1070
ENSG00000266727.1	chr1	17740127	17740190	-	64	0	0	0	0	0	0	0	0
ENSG00000239020.1	chr1	17776259	17776359	+	101	0	0	0	0	0	0	0	0
ENSG00000074964.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17866330;17907048;17913955;17914911;17928622;17930003;17930971;17934297;17939553;17941583;17944811;17945834;17948359;17949491;17950882;17952451;17953825;17958816;17960752;17961330;17964383;17965057;17966248;17966697;17975049;17981131;17982374;17983049;17990942;18014068;18017615;18020542;18023343	17866445;17907127;17914140;17914974;17928713;17930086;17931377;17934472;17939669;17942697;17945017;17945940;17948436;17949670;17950998;17952543;17953998;17958961;17961057;17961511;17964498;17965184;17966476;17966797;17975170;17981217;17982597;17983203;17991090;18014242;18017687;18021775;18024369	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7847	477	448	701	1041	602	819	847	614
ENSG00000236648.1	chr1;chr1;chr1;chr1	18044182;18045055;18048175;18076172	18044239;18045215;18048263;18076473	+;+;+;+	610	0	0	0	0	0	0	0	0
ENSG00000117148.6	chr1;chr1;chr1	18081808;18149480;18152262	18081999;18149851;18153558	+;+;+	1861	3	1	5	1	1	5	6	6
ENSG00000261781.1	chr1;chr1;chr1	18392151;18394686;18398714	18392341;18394772;18400906	+;+;+	2471	0	0	0	0	0	0	0	0
ENSG00000117154.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	18434240;18554392;18605339;18618360;18661386;18687861;18691717;18702451;18703294;18703887;18704750	18434692;18554504;18605378;18618481;18661504;18688724;18692191;18702889;18703486;18703925;18704977	+;+;+;+;+;+;+;+;+;+;+	3085	18	12	47	36	28	11	38	17
ENSG00000230035.2	chr1;chr1;chr1;chr1	18493423;18494241;18502647;18505546	18493518;18494257;18502668;18505840	-;-;-;-	430	0	0	0	0	0	0	0	0
ENSG00000225387.1	chr1;chr1	18712323;18714910	18712714;18715008	+;+	491	0	0	0	0	0	0	0	1
ENSG00000179023.7	chr1	18807424	18812478	+	5055	27	25	1	1	5	38	25	12
ENSG00000235282.2	chr1	18839612	18839881	+	270	0	0	0	0	0	0	0	0
ENSG00000225478.2	chr1	18921908	18922130	+	223	0	0	0	0	0	0	0	0
ENSG00000009709.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	18957500;18960797;18961605;18962731;19018248;19027147;19029588;19062126;19071308	18958182;18961032;18961734;18962865;19018447;19027312;19029790;19062632;19075360	+;+;+;+;+;+;+;+;+	6313	0	0	0	0	0	0	0	0
ENSG00000179002.5	chr1;chr1;chr1;chr1;chr1;chr1	19166093;19168223;19175835;19180707;19183825;19185973	19167021;19168346;19176044;19181480;19184125;19186176	-;-;-;-;-;-	2542	0	0	0	0	0	0	0	0
ENSG00000255275.3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19175767;19180707;19183825;19184784;19185969;19200957;19201876;19202809;19203702;19203910;19205794;19208194;19209618;19209773;19211778;19211967;19212958;19215856;19216506;19235033;19236836;19237878;19238457;19243397;19244856;19246172;19247555	19176044;19181480;19184112;19184956;19186193;19201075;19201997;19202961;19203749;19204106;19205867;19208381;19209692;19209922;19211892;19212122;19213005;19215948;19216687;19235160;19236966;19237970;19238577;19243536;19244996;19246267;19247615	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4369	0	0	0	0	0	0	0	0
ENSG00000159423.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19197926;19200957;19201876;19202809;19203702;19203910;19205794;19208194;19209054;19209605;19209773;19211967;19212958;19215856;19216506;19217188;19228956	19199451;19201075;19201997;19202961;19203749;19204106;19205867;19208381;19209166;19209692;19209922;19212122;19213005;19215948;19216599;19217385;19229275	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3687	82	45	137	184	98	150	144	146
ENSG00000265606.1	chr1	19209696	19209769	-	74	0	0	0	0	0	0	0	0
ENSG00000221662.1	chr1	19223565	19223642	-	78	0	0	0	0	0	0	0	0
ENSG00000169991.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19230775;19236836;19237878;19238457;19243397;19244856;19246172;19247555;19282162	19235160;19236966;19237970;19238577;19243536;19244996;19246267;19247615;19283180	-;-;-;-;-;-;-;-;-	6188	352	322	211	310	200	186	189	177
ENSG00000272084.1	chr1	19398604	19402005	-	3402	6	3	13	11	12	13	13	19
ENSG00000127481.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19401000;19403234;19404279;19404470;19407843;19410998;19412639;19413173;19414310;19415253;19419227;19419807;19420443;19421400;19422039;19423017;19423687;19426091;19426572;19426870;19428014;19430578;19431079;19431542;19432227;19433060;19433331;19436590;19436874;19438134;19441305;19441892;19443715;19444317;19445366;19446051;19446674;19447683;19448428;19449327;19450971;19452097;19452940;19454117;19454705;19455472;19464501;19465577;19467282;19467841;19468141;19470474;19471280;19472287;19473320;19474487;19475057;19476257;19477071;19477418;19478807;19479795;19480262;19481412;19481935;19482765;19483261;19484309;19486605;19487411;19488083;19488321;19488914;19490258;19490747;19491293;19491743;19492150;19493516;19494521;19495929;19497256;19499358;19499675;19499933;19500813;19501448;19503086;19503955;19505545;19510305;19510510;19511593;19513034;19513658;19513935;19518682;19518975;19519927;19523635;19524164;19524441;19525035;19525293;19526145;19528212;19536567	19401390;19403396;19404341;19407800;19408734;19411192;19412764;19413315;19414423;19415471;19419412;19419980;19420633;19421519;19422416;19423144;19423774;19426171;19426620;19427067;19428135;19430751;19431410;19431683;19432336;19433220;19433460;19436717;19437326;19440564;19441443;19442131;19443908;19445343;19445451;19446195;19446842;19447928;19448506;19449554;19451184;19452193;19453149;19454233;19454812;19455568;19464675;19465714;19467386;19468018;19468271;19470585;19471401;19472622;19473494;19474621;19475120;19476289;19477287;19478353;19478970;19479996;19480433;19481572;19482162;19482917;19483419;19484491;19486775;19487641;19488230;19488391;19489105;19490321;19490935;19491491;19491843;19492251;19493725;19494678;19496026;19497377;19499587;19499800;19500115;19500941;19501527;19503221;19504239;19505714;19510390;19510669;19511780;19513151;19513795;19514034;19518872;19519034;19520051;19523759;19524305;19524543;19525174;19525422;19526248;19528309;19536770	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	24695	2976	2403	1264	2981	1719	1042	1164	691
ENSG00000266098.1	chr1	19410046	19410145	-	100	2	3	0	1	1	0	0	3
ENSG00000230424.1	chr1;chr1	19536995;19566751	19537053;19567198	+;+	507	5	6	6	9	9	9	9	8
ENSG00000127463.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19542158;19546062;19549118;19549890;19553807;19555849;19557338;19557755;19559118;19559430;19561624;19563636;19564511;19565121;19566791;19567510;19568839;19570108;19570444;19571076;19577909	19545976;19548410;19549501;19550063;19553944;19555889;19557457;19557916;19559267;19559629;19561746;19563732;19564633;19566479;19567198;19567636;19568967;19570201;19570509;19571524;19578046	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10650	572	507	524	644	471	458	513	371
ENSG00000053372.4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19578033;19581276;19582442;19583558;19583948;19584206;19584971;19585175	19578742;19581334;19582546;19583639;19584015;19584478;19585047;19586622	+;+;+;+;+;+;+;+	2822	477	332	355	407	316	324	398	398
ENSG00000211454.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1	19592476;19595066;19595766;19596077;19596945;19597242;19600355	19593955;19595195;19595865;19596173;19597049;19597763;19600688	-;-;-;-;-;-;-	2768	24	32	104	112	51	91	97	73
ENSG00000162482.4	chr1;chr1;chr1;chr1;chr1;chr1;chr1	19609052;19610490;19611180;19611512;19612382;19612679;19614990	19609386;19610619;19611279;19611608;19612486;19612866;19615744	-;-;-;-;-;-;-	1710	141	157	469	530	318	424	313	509
ENSG00000270728.1	chr1;chr1	19623574;19623983	19623683;19624397	+;+	525	0	0	2	4	0	1	1	0
ENSG00000053371.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1	19630459;19632512;19633496;19633808;19634233;19634949;19638321	19630880;19632641;19633595;19633904;19634756;19635136;19638640	-;-;-;-;-;-;-	1781	283	272	542	622	399	638	569	519
ENSG00000200403.1	chr1	19631570	19631676	-	107	0	0	0	0	0	1	1	0
ENSG00000040487.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19638820;19644094;19651127;19651989;19652739;19653025;19653721;19654065;19655066	19639383;19644335;19651256;19652076;19652881;19653117;19653906;19654575;19655794	+;+;+;+;+;+;+;+;+	2686	119	102	158	179	148	169	172	136
ENSG00000265192.1	chr1	19646299	19646554	-	256	0	0	0	0	0	0	0	0
ENSG00000077549.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19665267;19669246;19670852;19671681;19683129;19683916;19700669;19705034;19711999;19712215;19746155;19746519;19775328;19810378;19810684;19811930	19666111;19669358;19670928;19671746;19683245;19684057;19700949;19705147;19712120;19712291;19746245;19746638;19775824;19810579;19811158;19812066	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3476	3054	2728	3013	3336	2720	3091	2912	2401
ENSG00000240490.2	chr1	19750878	19751163	+	286	0	0	0	0	0	0	0	0
ENSG00000201609.1	chr1	19837087	19837227	+	141	0	0	0	0	0	0	0	0
ENSG00000239027.1	chr1	19858664	19858768	-	105	0	0	0	0	0	0	0	0
ENSG00000235185.1	chr1;chr1	19918296;19923204	19918379;19923326	-;-	207	0	0	0	0	0	0	0	0
ENSG00000270136.1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19923473;19927281;19943752;19948594;19949968;19952881;19960931;19966840;19967078;19981505;19981817;19983359	19923603;19927465;19943830;19948641;19950077;19952970;19961018;19966963;19967223;19981693;19981928;19984549	+;+;+;+;+;+;+;+;+;+;+;+	2493	0	0	0	0	0	0	0	1
ENSG00000173436.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19923477;19924328;19927281;19940995;19943752;19948594;19949968;19951886;19952881	19923603;19924689;19927798;19941088;19943830;19948641;19950284;19952126;19956314	+;+;+;+;+;+;+;+;+	5220	178	136	185	166	120	172	139	223
ENSG00000226396.1	chr1	19934608	19935062	+	455	7	5	15	11	6	16	26	10
ENSG00000158747.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19967048;19969726;19969903;19970208;19970657;19971866;19972260;19974104;19981505;19981817;19983359	19967223;19969891;19970119;19970448;19970940;19972024;19972527;19974164;19981693;19981929;19984945	+;+;+;+;+;+;+;+;+;+;+	3461	501	422	700	844	558	992	850	1001
ENSG00000158748.3	chr1;chr1;chr1	19991780;20005060;20005412	19992960;20005218;20006055	+;+;+	1984	1	1	0	0	0	0	1	0
ENSG00000162542.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20008706;20020927;20027261;20063865;20064715;20066317;20067270;20072025;20072949;20073656;20076574;20082127;20097035;20097801;20107073;20113519;20124564;20125667;20126348	20009937;20021044;20027703;20063949;20064912;20066453;20067434;20072144;20073092;20073753;20076865;20082259;20097062;20097975;20107259;20113610;20124708;20125837;20126438	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4054	258	220	341	425	296	376	374	308
ENSG00000178828.5	chr1	20140523	20141771	-	1249	126	129	357	159	346	331	240	366
ENSG00000235434.1	chr1;chr1	20140860;20145736	20141046;20145995	+;+	447	1	0	0	1	0	2	1	2
ENSG00000169914.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20209006;20216878;20220861;20224033;20230760;20231384;20232925;20233221;20234063	20209227;20217026;20220973;20224308;20230891;20231480;20233109;20233437;20239438	+;+;+;+;+;+;+;+;+	6767	176	179	217	272	220	123	177	137
ENSG00000188784.4	chr1;chr1;chr1;chr1	20246502;20248791;20249110;20250013	20246942;20248897;20249248;20250110	-;-;-;-	785	0	0	0	0	0	0	0	0
ENSG00000242688.2	chr1	20297462	20297760	+	299	0	0	0	0	0	0	0	0
ENSG00000188257.6	chr1;chr1;chr1;chr1	20301925;20304508;20306073;20306855	20302336;20305560;20306183;20306932	-;-;-;-	1654	3632	4863	19516	11196	11165	8227	7268	4658
ENSG00000127472.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20354672;20372595;20381285;20386125;20389977;20392517;20395366;20396701;20397338;20403254;20411314;20412576;20415318;20416282;20417061	20355202;20372634;20381332;20386185;20390095;20392622;20395527;20396958;20397437;20403391;20411363;20412720;20415436;20416388;20417683	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2607	6	5	25	21	16	8	11	6
ENSG00000117215.10	chr1;chr1;chr1;chr1	20438432;20442000;20442826;20445952	20440752;20442106;20442970;20446050	-;-;-;-	2672	275	104	19	15	11	63	89	186
ENSG00000158786.4	chr1;chr1;chr1;chr1	20465819;20466659;20471073;20474683	20466036;20470573;20471182;20476879	+;+;+;+	6440	6	0	7	1	2	4	3	4
ENSG00000227066.1	chr1;chr1;chr1	20480831;20484185;20486105	20480956;20485740;20487061	+;+;+	2639	0	0	2	0	0	0	0	0
ENSG00000187980.6	chr1;chr1;chr1;chr1	20487746;20499287;20501500;20503817	20490650;20499390;20501687;20503917	-;-;-;-	3298	0	0	0	0	0	1	0	1
ENSG00000225986.1	chr1;chr1	20510735;20512853	20511117;20512979	-;-	510	1	1	7	0	1	5	2	2
ENSG00000162543.5	chr1;chr1	20512578;20517040	20512646;20522541	+;+	5571	64	49	152	176	102	71	51	54
ENSG00000228105.1	chr1;chr1	20569588;20570789	20569707;20571148	+;+	480	0	0	0	0	0	0	0	0
ENSG00000158816.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20617412;20629574;20637069;20639329;20640815;20644023;20644917;20645875;20649849;20654383;20656673;20657362;20659259;20662796;20664139;20664468;20668925;20669572;20671949;20674738;20675591;20676649;20677350;20678548;20680250	20617581;20629842;20637233;20639481;20641085;20644168;20645214;20645999;20650025;20654493;20656875;20657476;20659444;20662979;20664329;20665715;20669102;20669886;20672086;20674869;20675791;20676723;20677419;20678665;20681387	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6377	0	0	2	1	1	0	1	0
ENSG00000226664.1	chr1;chr1	20620704;20649596	20620847;20649680	-;-	229	1	0	0	0	0	1	0	0
ENSG00000236963.1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20687072;20688637;20700088;20703874;20704804;20705466;20724598;20724976;20725973;20727428;20732068;20732680;20755077;20757670	20688534;20688887;20700231;20704002;20704925;20705519;20724718;20725280;20726042;20727480;20732187;20732762;20755275;20757727	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3172	0	0	0	1	0	0	0	1
ENSG00000226487.1	chr1;chr1;chr1	20738797;20739061;20739637	20738975;20739147;20739746	-;-;-	376	0	0	0	0	0	0	0	0
ENSG00000162545.5	chr1;chr1;chr1	20808884;20810860;20811707	20810212;20811138;20812713	-;-;-	2615	570	606	608	592	484	882	497	566
ENSG00000090432.5	chr1;chr1;chr1;chr1	20825943;20828562;20829715;20834398	20827912;20828682;20829802;20834654	-;-;-;-	2436	295	251	376	362	357	359	404	314
ENSG00000215520.3	chr1	20852482	20853244	+	763	0	0	0	0	0	0	0	0
ENSG00000183114.6	chr1	20878932	20881512	+	2581	2	6	2	1	2	5	6	1
ENSG00000158825.5	chr1;chr1;chr1;chr1	20915441;20931421;20940335;20944945	20915776;20931532;20940392;20945401	+;+;+;+	963	471	554	375	299	291	667	496	446
ENSG00000158828.5	chr1;chr1;chr1;chr1;chr1;chr1	20959948;20964335;20970983;20972001;20974998;20976927	20960428;20966485;20971165;20972216;20975724;20978004	+;+;+;+;+;+	4836	586	606	840	791	727	1170	925	825
ENSG00000117242.7	chr1;chr1;chr1	20969150;20972078;20974808	20969611;20972179;20978686	-;-;-	4443	85	103	64	121	87	61	74	35
ENSG00000257033.1	chr1;chr1	20976856;20977055	20977050;20977207	-;-	348	0	0	0	0	0	0	0	0
ENSG00000244038.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20978270;20979114;20979344;20980120;20980716;20981107;20981933;20982169;20982594;20986892;20987690	20979021;20979220;20979577;20980267;20980864;20981200;20982027;20982272;20982680;20987484;20988000	-;-;-;-;-;-;-;-;-;-;-	2674	3476	3134	3857	4816	3770	3396	3620	2647
ENSG00000117245.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20990507;20992707;20996914;20998431;20999373;21009146;21011302;21011745;21012539;21012837;21013881;21016681;21024872;21030940;21036132;21039947;21041986;21043842	20991255;20992824;20996984;20998689;20999513;21009377;21011680;21011776;21012619;21012868;21014437;21016828;21024981;21031392;21036321;21040048;21042132;21044510	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4470	6	4	22	20	15	8	18	8
ENSG00000235432.1	chr1;chr1;chr1;chr1	21019227;21019582;21020076;21020363	21019268;21019725;21020224;21020506	-;-;-;-	479	0	0	0	0	0	0	0	0
ENSG00000189410.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	21046225;21049249;21050119;21050576;21050842;21052413;21053494;21053962;21054451;21057239;21057505;21057941;21058674;21059257	21048488;21049408;21050227;21050744;21051128;21052559;21053568;21054096;21054579;21057344;21057668;21058084;21059133;21059330	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4423	1	3	0	4	3	0	0	0
ENSG00000233069.1	chr1;chr1	21059373;21060293	21059518;21060445	+;+	299	0	0	0	0	0	0	0	0
ENSG00000127483.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	21069154;21072036;21074037;21076216;21083659;21091870;21094077;21097423;21099944;21101943;21106305;21106838;21112679;21113688	21071584;21072149;21074148;21076744;21083749;21092024;21094157;21097566;21101498;21103243;21106404;21107034;21113181;21113816	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7442	2022	1795	1243	2001	1539	907	1030	804
ENSG00000203394.2	chr1;chr1	21069480;21070330	21069925;21070455	+;+	572	0	0	0	0	0	0	0	0
